Field,Activity,Activity Description,Operation Seq,Component,Component Description,UOM,Quantity
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",120,1002518,"ELEMENT, FILTER, TYPE OIL - SPIN-ON, SIZE 120.27 X 287.27 MM, MFG FLEETGUARD, P/N LF3325",PCS,5
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",130,1002517,"ELEMENT, FILTER, TYPE OIL, SPIN-ON, SIZE 116.08 X 249.2MM., FILTER RETENTION 5 MICRON, MFG FLEETGUARD, P/N LF777",PCS,2
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",160,1013659,"HOSE, ID 1-1/4IN., LG 1M., FILLING LINE FOR CUMMINS ENGINE KTA50 RADIATOR, MFG GATES, P/N 24020",EA,1
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",160,1013660,"HOSE, ID 1-5/8IN., LG 1M., FILLING LINE FOR CUMMINS ENGINE KTA50 RADIATOR, MFG GATES, P/N 24026",EA,1
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",160,1013663,"HOSE, ID 5IN., LG 1M., SUCTION LINE FOR CUMMINS ENGINE KTA50 RADIATOR, MFG SUNFLEX, P/N RH150-0500",EA,1
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",170,1002777,"GASKET, TYPE WATER PIPE FLANGE, KTA38 CUMMINS ENGINE, MFG CUMMINS, P/N 3175517",PCS,1
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",190,1002916,"COOLANT, ENGINE, TYPE ETHYLENE GLYCOL, CONTAINER 5 GAL, MFG CUMMINS, P/N CC2848",PAI,2
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",230,1002655,"ELEMENT, FILTER, TYPE AIR PRIMARY, SIZE 384.05 X 622.3MM., MFG FLEETGUARD, P/N AF25544",PCS,2
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",240,1002656,"ELEMENT, FILTER, TYPE AIR SECONDARY, SIZE 251.21 X 596.9MM., MFG FLEETGUARD, P/N AF25545",PCS,2
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",50,1006798,"INJECTOR, MFG CUMMINS, P/N 110089737/3349861",EA,16
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",50,1002670,"GASKET, ENGINE, TYPE ROCKER LEVER COVER, MFG CUMMINS, P/N 4922219/4920076",PCS,16
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",50,1002792,"WASHER, SEALING, MFG CUMMINS, P/N 3023095",PCS,32
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",50,1003994,"SEAL, O-RING, MFG CUMMINS, P/N 131026",EA,16
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",60,1006795,"PUMP, FUEL INJECTION, TYPE PT TYPE G, RATING 1800RPM, C/W FUEL CONTROL DAMPER, FILTER, S/O VALVE AND GOVERNOR, MFG CUMMINS, P/N 3075537",PCS,1
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",110,1004411,"OIL, ENGINE, SAE 15W-40, API CI-4, CONTAINER DRUM 209L, MFG CUMMINS, P/N 200L-CI4",DRM,1
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",140,1002602,"ELEMENT, FILTER,  TYPE FUEL/WATER SEPARATOR, SIZE 4.7 X 9.6 IN, FILTER RETENTION 30 MICRON, MATL MICRO-GLASS FIBRE, MFG PARKER, P/N 2020PM-OR",PCS,3
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",160,1013658,"HOSE, ID 1/4 IN, LG 5 M, VENT LINE FOR CUMMINS ENGINE KTA50 RADIATOR, MFG SUNFLEX, P/N MSH300-0025",EA,1
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",160,1013661,"HOSE, ID 2-1/4IN., LG 1M., LTA LINE FOR CUMMINS ENGINE KTA50 RADIATOR, MFG GATES, P/N 24036",EA,1
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",160,1013662,"HOSE, TYPE FOR RADIATOR, MAIN LINE FOR CUMMINS ENGINE KTA50 RADIATOR,, SIZE ID 3IN., LG 3FT., MFG GATES, P/N 24048",EA,1
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",170,1006792,"PUMP, CENTRIFUGAL, TYPE WATER, MFG CUMMINS, P/N 4376118/5633400",PCS,1
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",170,1002674,"GASKET, TYPE FLANGE WATER PUMP, KTA38 CUMMINS ENGINE, MFG CUMMINS, P/N 3050944",EA,1
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",170,1002680,"GASKET, TYPE WATER PUMP ADAPTOR, KTA38 CUMMINS ENGINE, MFG CUMMINS, P/N 206455",EA,1
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",170,1002679,"O-RING, TYPE ENGINE, MFG CUMMINS, P/N 3007512",EA,1
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",170,1002687,"GASKET, TYPE WATER PUMP, KTA38 CUMMINS ENGINE, MFG CUMMINS, P/N 206193",SET,1
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",170,1002773,"HOSE, RADIATOR, MFG CUMMINS, P/N 60985",EA,1
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",170,1002793,"CLAMP, HOSE/TUBING, TYPE T-BOLT, MFG CUMMINS, P/N 140315",PCS,2
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",170,1002730,"GASKET, TYPE WTR CONNECTION, MFG CUMMINS, P/N 3052908",SET,1
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",170,1007246,"SEAL, O-RING, KTA38 CUMMINS ENGINE, MFG CUMMINS, P/N 206457",PCS,1
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",170,1007248,"GASKET, TYPE GASKET WATER INLET, MFG CUMMINS, P/N 3179035",PCS,1
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",181,1002727,"THERMOSTAT, TYPE AFTERCOOLER CIRCUIT, KTA50, MFG CUMMINS, P/N 3349225",PCS,1
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",181,1002729,"THERMOSTAT, ENGINE, MFG CUMMINS, P/N 3629205",PCS,4
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",210,1002651,"ELEMENT, FILTER, TYPE FUEL/WATER SEPARATOR SPIN ON, SIZE 120.29 X 313MM., MFG FLEETGUARD, P/N FS1006",PCS,4
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",220,1016043,"ELEMENT, COOLANT FILTER, EXTENDEDER, THREAD SIZE 11/16-16 UN-2B  FOR KTA50 ENGINE, MFG CUMMINS, P/N WF2121",EA,2
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",250,1002563,"CLAMP, T BOLT, MFG CUMMINS, P/N 3063809/3633974",PCS,4
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",250,1002773,"HOSE, RADIATOR, MFG CUMMINS, P/N 60985",EA,1
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",250,1002777,"GASKET, TYPE WATER PIPE FLANGE, KTA38 CUMMINS ENGINE, MFG CUMMINS, P/N 3175517",PCS,1
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",250,1002782,"ABSORBER, SHOCK, MFG CUMMINS, P/N 3008018",PCS,1
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",250,1002793,"CLAMP, HOSE/TUBING, TYPE T-BOLT, MFG CUMMINS, P/N 140315",PCS,2
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",270,1002523,"BEARING, ROLLER, TYPE ASSEMBLY, MFG CUMMINS, P/N 3003354",Box,1
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",270,1002525,"SEAL, OIL, MFG CUMMINS, P/N 3065830",PCS,1
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",270,1002531,"GASKET, FLANGE NON-SPIRAL, MFG CUMMINS, P/N 3014449",SET,1
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",270,1002732,"GASKET, TYPE OIL DRAIN, MFG CUMMINS, P/N 3202117",EA,2
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",270,1009047,"BELT, TYPE V RIBBED, KTA38 CUMMINS ENGINE, MFG CUMMINS, P/N 5413001(3003341)",EA,1
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",280,1006797,"TURBOCHARGER, ENGINE, HX82, MFG CUMMINS, P/N 4955510",SET,2
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",280,1002562,"HOSE, TYPE TURBOCHARGER, MFG CUMMINS, P/N 3630125",PCS,2
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",280,1002563,"CLAMP, T BOLT, MFG CUMMINS, P/N 3063809/3633974",PCS,4
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",280,1002725,"GASKET, TYPE TURBOCHARGER, MFG CUMMINS, P/N 3630452",PCS,2
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",280,1002796,"GASKET, TYPE HAND HOLE CYLINDER HEAD, MFG CUMMINS, P/N 3175856",PCS,1
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",280,1002732,"GASKET, TYPE OIL DRAIN, MFG CUMMINS, P/N 3202117",EA,2
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",320,1004784,"GASKET, TYPE CAM FOLWER HOUSING, MFG CUMMINS, P/N 3040721",SET,16
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",330,1004121,"VALVE, TYPE OIL CONTROL, MFG CUMMINS, P/N 3076333",EA,2
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",270,1026189,"BELT, TYPE RIBBED FOR QSK78 ENGINE, MFG CUMMINS, P/N 5412990",EA,1
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",1,1004785,"KIT, TYPE ELIMINATOR, APP LUBRICATION OIL CLR CVN, MFG CUMMINS, P/N 3633026",SET,1
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",1,1002731,"GASKET, TYPE CONNECTION, MFG CUMMINS, P/N 3049364",SET,2
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",1,1002772,"COUPLING, TYPE SPIDER JAW, MATL PLASTIC, KTA38 CUMMINS ENGINE, MFG CUMMINS, P/N 3046200",SET,1
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",1,1002784,"GASKET, TYPE CONNECTION THERMOSTAT, MFG CUMMINS, P/N 3049368",SET,1
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",1,1026189,"BELT, TYPE RIBBED FOR QSK78 ENGINE, MFG CUMMINS, P/N 5412990",EA,1
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",1,1003995,"RING, TYPE INJECTOR SEAL, MFG CUMMINS, P/N 207244",EA,16
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",1,1006796,"GASKET, TYPE THERMOSTAT HOUSING, KTA50, MFG CUMMINS, P/N 110070010/3052906",PCS,1
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",1,1007649,"CLAMP, HOLDING, TAP COND CLAMP V BAND EXHAUST, MFG CUMMINS, P/N 3029631",EA,2
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",1,1017784,"FILTER, AIR, HOUSING, DISPOSABLE, SIZE OD342.90 X H653.29MM., MFG FLEETGUARD, P/N AH1135",EA,1
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",1,1018007,"SEAL, DUST, MFG CUMMINS, P/N 3058812",EA,8
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",1,1018012,"SEAL, O-RING, MFG CUMMINS, P/N 68910",EA,16
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",1,1018479,"ELEMENT, FILTER, TYPE ECOVENT FOR KTA50/G9 AND QSK78, MFG CUMMINS, P/N 88465A",EA,2
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",1,1031250,"ALTERNATOR, AMP 55AMP, VOL 24V., FOR KTA 50 G9 GEN SET, MFG CUMMINS, P/N 4381503(3634778)",EA,1
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",1,1002622,"GREASE, INDUSTRIAL, TYPE MOBILUX EP 2, TEMP RTG -20 TO 130DEG.C, THICKENER LITHIUM, VISC RTG 160, COLOR BROWN, CONTAINER CAN 18L, MFG MOBIL, P/N MOBILUX EP2",PAI,0.1
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",1,1002671,"COOLANT, ENGINE, TYPE ETHYLENE GLYCOL, CONTAINER 55 GAL, MFG CUMMINS, P/N CC2826",PCS,2
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",1,1018683,"SCREW, HEXAGON HEAD CAP, SIZE 3/8 IN-24 X 3 IN, MFG CUMMINS, P/N 110070691/3627095",EA,8
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",1,1021822,"NUT, LOCK - FOR TURBO CHARGER, MFG CUMMINS, P/N 110597403/4380750(3626804)",EA,8
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",1,1024128,"GASKET, CONNECTION, MFG CUMMINS, P/N 3047665",EA,4
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",1,1006554,"NUT, MFG CUMMINS, P/N S 212 NUT",PCS,16
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",1,1014157,"SCREW SET, MFG CUMMINS, P/N 3047924",EA,16
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",240,1017784,"FILTER, AIR, HOUSING, DISPOSABLE, SIZE OD342.90 X H653.29MM., MFG FLEETGUARD, P/N AH1135",EA,1
JAS,CEDE-H12000-03,"Job for Mechanic Cummins engine model KTA-50-G3/G9 12,000 hr service",1,1003486,"GREASE, TYPE GADUS S2 V220 2, TEMP RTG -20 TO 130 DEG C, THICKENER LITHIUM, VISC RTG 160, COLOR BROWN, CONTAINER CAN/18L, MFG SHELL, P/N GADUS S2 V220 2/18 L",PAI,0.1
JAS,EEVS-Y01-09,Job for E&I/ESP Tech VSD & Soft Start V7150KVA -1 Yearly Inspection,35,1015045,"CAPACITOR, MTR RUN 4UF 450 VAC, GE VSD, MFG GE OIL & GAS, P/N 197463",EA,0
JAS,EEVS-Y01-10,Job for E&I/ESP Tech VSD & Soft Start V7253KVA -1 Yearly Inspection,35,1015045,"CAPACITOR, MTR RUN 4UF 450 VAC, GE VSD, MFG GE OIL & GAS, P/N 197463",EA,0
JAS,EEVS-Y01-10,Job for E&I/ESP Tech VSD & Soft Start V7253KVA -1 Yearly Inspection,35,1015048,"CAPACITOR, TYPE RUN CAP, HEAT EXCHANGER, 2.5UF",EA,0
JAS,EEVS-Y01-11,Job for E&I/ESP Tech VSD & Soft Start V7561KVA -1 Yearly Inspection,35,1015045,"CAPACITOR, MTR RUN 4UF 450 VAC, GE VSD, MFG GE OIL & GAS, P/N 197463",EA,0
JAS,EEVS-Y01-11,Job for E&I/ESP Tech VSD & Soft Start V7561KVA -1 Yearly Inspection,35,1015048,"CAPACITOR, TYPE RUN CAP, HEAT EXCHANGER, 2.5UF",EA,0
JAS,EEVS-Y01-13,Job for E&I/ESP Tech VSD & Soft Start V7757KVA -1Yearly Inspection,35,1015045,"CAPACITOR, MTR RUN 4UF 450 VAC, GE VSD, MFG GE OIL & GAS, P/N 197463",EA,9
JAS,EEVS-Y01-14,Job for E&I/ESP Tech VSD & Soft Start Vplus173KVA -1 Yearly Inspection,35,1015045,"CAPACITOR, MTR RUN 4UF 450 VAC, GE VSD, MFG GE OIL & GAS, P/N 197463",EA,0
JAS,EEVS-Y01-15,Job for E&I/ESP Tech VSD & Soft Start Vplus208KVA -1 Yearly Inspection,35,1015045,"CAPACITOR, MTR RUN 4UF 450 VAC, GE VSD, MFG GE OIL & GAS, P/N 197463",EA,0
JAS,EEVS-Y06-07,Job for E&I/ESP Tech VSD & Soft Start V3145KVA -6 Yearly Inspection,35,1015099,"CAPACITOR, VECTOR VSG 40UF ALL VSG, VSD, TBO, MFG GE OIL & GAS, P/N 146469",EA,3
JAS,EEVS-Y06-07,Job for E&I/ESP Tech VSD & Soft Start V3145KVA -6 Yearly Inspection,35,1015082,"CAPACITOR, VECTOR VSG 10UF ALL VSG, VSD, MFG GE OIL & GAS, P/N 146766",EA,3
JAS,EEVS-Y06-07,Job for E&I/ESP Tech VSD & Soft Start V3145KVA -6 Yearly Inspection,35,1015096,"CAPACITOR, TYPE VECTOR DC BUS 6000MFD, 145V, FOR VECTOR 3, 4, MFG BAKER HUGHES, P/N AL-146110",EA,8
JAS,EEVS-Y06-07,Job for E&I/ESP Tech VSD & Soft Start V3145KVA -6 Yearly Inspection,35,1015127,"CAPACITOR, MTE CAP-174 120MF M-2016 MTE, GE VSD, MFG GE OIL & GAS, P/N 811214",EA,6
JAS,EEVS-Y06-07,Job for E&I/ESP Tech VSD & Soft Start V3145KVA -6 Yearly Inspection,35,1015126,"CAPACITOR, MTE CAP-254 70MF M-2037 MTE, GE VSD, MFG GE OIL & GAS, P/N 811213",EA,6
JAS,EEVS-Y06-08,Job for E&I/ESP Tech VSD & Soft Start V4145KVA -6 Yearly Inspection,35,1015099,"CAPACITOR, VECTOR VSG 40UF ALL VSG, VSD, TBO, MFG GE OIL & GAS, P/N 146469",EA,3
JAS,EEVS-Y06-08,Job for E&I/ESP Tech VSD & Soft Start V4145KVA -6 Yearly Inspection,35,1015082,"CAPACITOR, VECTOR VSG 10UF ALL VSG, VSD, MFG GE OIL & GAS, P/N 146766",EA,3
JAS,EEVS-Y06-08,Job for E&I/ESP Tech VSD & Soft Start V4145KVA -6 Yearly Inspection,35,1015096,"CAPACITOR, TYPE VECTOR DC BUS 6000MFD, 145V, FOR VECTOR 3, 4, MFG BAKER HUGHES, P/N AL-146110",EA,8
JAS,EEVS-Y06-08,Job for E&I/ESP Tech VSD & Soft Start V4145KVA -6 Yearly Inspection,35,1015127,"CAPACITOR, MTE CAP-174 120MF M-2016 MTE, GE VSD, MFG GE OIL & GAS, P/N 811214",EA,6
JAS,EEVS-Y06-08,Job for E&I/ESP Tech VSD & Soft Start V4145KVA -6 Yearly Inspection,35,1015126,"CAPACITOR, MTE CAP-254 70MF M-2037 MTE, GE VSD, MFG GE OIL & GAS, P/N 811213",EA,6
JAS,EEVS-Y06-09,Job for E&I/ESP Tech VSD & Soft Start V7150KVA -6 Yearly Inspection,35,1025400,"CAPACITOR, V7, 561, C17-28*, GE VSD, MFG GE OIL & GAS, P/N 196268",EA,6
JAS,EEVS-Y06-09,Job for E&I/ESP Tech VSD & Soft Start V7150KVA -6 Yearly Inspection,35,1025399,"CAPACITOR, V7, CONV/SNUBBER, 150-561*, GE VSD, MFG GE OIL & GAS, P/N 196231",EA,2
JAS,EEVS-Y06-09,Job for E&I/ESP Tech VSD & Soft Start V7150KVA -6 Yearly Inspection,35,1015103,"CAPACITOR, V7, 150, DCBUS, C1-4 4800MFD 400VDC, GE VSD, MFG GE OIL & GAS, P/N 196501",EA,4
JAS,EEVS-Y06-09,Job for E&I/ESP Tech VSD & Soft Start V7150KVA -6 Yearly Inspection,35,1022005,"CAPACITOR, VSG, 50UF, 5%, 300VAC, 60HZ, 85C, GE VSD, MFG GE OIL & GAS, P/N 196673",EA,3
JAS,EEVS-Y06-09,Job for E&I/ESP Tech VSD & Soft Start V7150KVA -6 Yearly Inspection,35,1015043,"CAPACITOR, VSG, 100UF, 5%, 300VAC, 60HZ, 85C, GE VSD, MFG GE OIL & GAS, P/N 196638",EA,6
JAS,EEVS-Y06-09,Job for E&I/ESP Tech VSD & Soft Start V7150KVA -6 Yearly Inspection,35,1015045,"CAPACITOR, MTR RUN 4UF 450 VAC, GE VSD, MFG GE OIL & GAS, P/N 197463",EA,3
JAS,EEVS-Y06-10,Job for E&I/ESP Tech VSD & Soft Start V7253KVA -6 Yearly Inspection,35,1015045,"CAPACITOR, MTR RUN 4UF 450 VAC, GE VSD, MFG GE OIL & GAS, P/N 197463",EA,1
JAS,EEVS-Y06-10,Job for E&I/ESP Tech VSD & Soft Start V7253KVA -6 Yearly Inspection,35,1015043,"CAPACITOR, VSG, 100UF, 5%, 300VAC, 60HZ, 85C, GE VSD, MFG GE OIL & GAS, P/N 196638",EA,9
JAS,EEVS-Y06-10,Job for E&I/ESP Tech VSD & Soft Start V7253KVA -6 Yearly Inspection,35,1022005,"CAPACITOR, VSG, 50UF, 5%, 300VAC, 60HZ, 85C, GE VSD, MFG GE OIL & GAS, P/N 196673",EA,3
JAS,EEVS-Y06-10,Job for E&I/ESP Tech VSD & Soft Start V7253KVA -6 Yearly Inspection,35,1015048,"CAPACITOR, TYPE RUN CAP, HEAT EXCHANGER, 2.5UF",EA,2
JAS,EEVS-Y06-10,Job for E&I/ESP Tech VSD & Soft Start V7253KVA -6 Yearly Inspection,35,1025399,"CAPACITOR, V7, CONV/SNUBBER, 150-561*, GE VSD, MFG GE OIL & GAS, P/N 196231",EA,6
JAS,EEVS-Y06-10,Job for E&I/ESP Tech VSD & Soft Start V7253KVA -6 Yearly Inspection,35,1015034,"CAPACITOR, V7, 253, INV, C7-15, VSD, MFG GE OIL & GAS, P/N 196241",EA,9
JAS,EEVS-Y06-10,Job for E&I/ESP Tech VSD & Soft Start V7253KVA -6 Yearly Inspection,35,1015042,"CAPACITOR, V7, 253, DCBUS, C1-6, VSD, MFG GE OIL & GAS, P/N 196496",EA,6
JAS,EEVS-Y06-11,Job for E&I/ESP Tech VSD & Soft Start V7561KVA -6 Yearly Inspection,35,1015045,"CAPACITOR, MTR RUN 4UF 450 VAC, GE VSD, MFG GE OIL & GAS, P/N 197463",EA,2
JAS,EEVS-Y06-11,Job for E&I/ESP Tech VSD & Soft Start V7561KVA -6 Yearly Inspection,35,1015043,"CAPACITOR, VSG, 100UF, 5%, 300VAC, 60HZ, 85C, GE VSD, MFG GE OIL & GAS, P/N 196638",EA,36
JAS,EEVS-Y06-11,Job for E&I/ESP Tech VSD & Soft Start V7561KVA -6 Yearly Inspection,35,1025398,"CAPACITOR, V7, 561, INVERTER, C29-64*, GE VSD, MFG GE OIL & GAS, P/N 196267",EA,36
JAS,EEVS-Y06-11,Job for E&I/ESP Tech VSD & Soft Start V7561KVA -6 Yearly Inspection,35,1015048,"CAPACITOR, TYPE RUN CAP, HEAT EXCHANGER, 2.5UF",EA,2
JAS,EEVS-Y06-11,Job for E&I/ESP Tech VSD & Soft Start V7561KVA -6 Yearly Inspection,35,1025399,"CAPACITOR, V7, CONV/SNUBBER, 150-561*, GE VSD, MFG GE OIL & GAS, P/N 196231",EA,24
JAS,EEVS-Y06-11,Job for E&I/ESP Tech VSD & Soft Start V7561KVA -6 Yearly Inspection,35,1015034,"CAPACITOR, V7, 253, INV, C7-15, VSD, MFG GE OIL & GAS, P/N 196241",EA,12
JAS,EEVS-Y06-11,Job for E&I/ESP Tech VSD & Soft Start V7561KVA -6 Yearly Inspection,35,1025396,"CAPACITOR, TYPE V7, 428-561, DCBUS, C1-12/16, GE 757KVA VSD, MFG BAKER HUGHES, P/N 500009153",EA,16
JAS,EEVS-Y06-13,Job for E&I/ESP Tech VSD & Soft Start V7757KVA -6 Yearly Inspection,35,1015045,"CAPACITOR, MTR RUN 4UF 450 VAC, GE VSD, MFG GE OIL & GAS, P/N 197463",EA,9
JAS,EEVS-Y06-13,Job for E&I/ESP Tech VSD & Soft Start V7757KVA -6 Yearly Inspection,35,1015043,"CAPACITOR, VSG, 100UF, 5%, 300VAC, 60HZ, 85C, GE VSD, MFG GE OIL & GAS, P/N 196638",EA,36
JAS,EEVS-Y06-13,Job for E&I/ESP Tech VSD & Soft Start V7757KVA -6 Yearly Inspection,35,1025398,"CAPACITOR, V7, 561, INVERTER, C29-64*, GE VSD, MFG GE OIL & GAS, P/N 196267",EA,36
JAS,EEVS-Y06-13,Job for E&I/ESP Tech VSD & Soft Start V7757KVA -6 Yearly Inspection,35,1025399,"CAPACITOR, V7, CONV/SNUBBER, 150-561*, GE VSD, MFG GE OIL & GAS, P/N 196231",EA,24
JAS,EEVS-Y06-13,Job for E&I/ESP Tech VSD & Soft Start V7757KVA -6 Yearly Inspection,35,1015034,"CAPACITOR, V7, 253, INV, C7-15, VSD, MFG GE OIL & GAS, P/N 196241",EA,12
JAS,EEVS-Y06-13,Job for E&I/ESP Tech VSD & Soft Start V7757KVA -6 Yearly Inspection,35,1025396,"CAPACITOR, TYPE V7, 428-561, DCBUS, C1-12/16, GE 757KVA VSD, MFG BAKER HUGHES, P/N 500009153",EA,16
JAS,EEVS-Y06-14,Job for E&I/ESP Tech VSD & Soft Start Vplus173KVA -6 Yearly Inspection,35,1015045,"CAPACITOR, MTR RUN 4UF 450 VAC, GE VSD, MFG GE OIL & GAS, P/N 197463",EA,3
